375,"Formação Continuada Educadores do MOVA",10/23/09,"Centro de Formação de Osasco",12
376,"Formação Continuada MOVA",11/06/09,"Centro de Formação de Osasco",13
377,"Formação Continuada MOVA",11/12/09,"Centro de Formação de Osasco",14
378,"Formação Continuada de Educadores e Coordenadores do MOVA",11/27/09,"Centro de Formação de Osasco",15
379,"Encontro de Avaliação das Formações do MOVA",12/15/09,"Centro de Formação de Osasco ",16
380,"Formação Continuada do MOVA",11/05/09,"Centro de Formação de Osasco",01
381,"Formação Coordenadores MOVA",10/20/09,"Centro de Formação de Osasco",02
387,"Reorientação Curricular da Educação Infantil (lista 01)",09/17/09,"Centro de Formação de Osasco",01
388,"Reorientação Curricular da Educação Infantil (lista 02)",09/17/09,"Centro de Formação de Osasco",02
389,"Reorientação Curricular da Educação Infantil (lista 03)",09/24/09,"Centro de Formação de Osasco",03
390,"Reorientação Curricular da Educação Infantil (Grupo 4)",09/24/09,"Centro de Formação de Osasco",04
391,"Reorientação Curricular da Educação Infantil (Grupo 2)",10/08/09,"Centro de Formação de Osasco",05
392,"Reorientação Curricular da Educação Infantil (Grupo 1)",10/08/09,"Centro de Formação de Osasco",06
393,"Reorientação Curricular da Educação Infantil",10/22/09,"Centro de Formação de Osasco",07
394,"Reorientação Curricular da Educação Infantil ",10/22/09,"Centro de Formação de Osasco",08
395,"Reorientação Curricular da Educação Infantil (Grupo 2)",11/12/09,"Centro de Formação de Osasco",09
396,"Reorientação Curricular da Educação Infantil (Grupo 1)",11/12/09,"Centro de Formação de Osasco",10
397,"Reorientação Curricular da Educação Infantil (Grupo 1)",11/26/09,"Centro de Formação de Osasco",11
398,"Reorientação Curricular da Educação Infantil ",11/26/09,"Centro de Formação de Osasco",12
399,"Reorientação Curricular da Educação Infantil (Grupo 1)",10/08/09,"Centro de Formação de Osasco",13
400,"Reorientação Curricular da Educação Infantil (Grupo 2)",10/08/09,"Centro de Formação de Osasco",14
401,"Reorientação Curricular da Educação Infantil ",12/10/09,"Centro de Formação de Osasco",15
402,"Reorientação Curricular da Educação Infantil ",12/10/09,"Centro de Formação de Osasco",16
403,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",09/16/09,"Centro de Formação de Osasco",01
404,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",09/16/09,"Centro de Formação de Osasco",02
405,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",09/23/09,"Centro de Formação de Osasco",03
406,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",09/23/09,"Centro de Formação de Osasco",04
407,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",10/07/09,"Centro de Formação de Osasco",05
408,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",10/07/09,"Centro de Formação de Osasco",06
409,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",10/21/09,"Centro de Formação de Osasco",07
410,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",10/21/09,"Centro de Formação de Osasco",08
411,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",11/11/09,"Centro de Formação de Osasco",09
412,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",11/11/09,"Centro de Formação de Osasco",10
413,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",11/25/09,"Centro de Formação de Osasco",11
414,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",11/25/09,"Centro de Formação de Osasco",12
415,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",12/07/09,"Centro de Formação de Osasco",13
416,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",12/07/09,"Centro de Formação de Osasco",14
417,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",12/09/09,"Centro de Formação de Osasco",15
418,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",12/09/09,"Centro de Formação de Osasco",16
